Draw Date,Month,Day,Year,Weekday,Weekday,Quarter,Winning Numbers,Mega Ball,Multiplier,First,Second,Third,Fourth,Fifth
9/11/2009,9,11,2009,Fri,1,3,16 27 48 49 54,2,,16,27,48,49,54
9/8/2009,9,8,2009,Tue,0,3,04 10 18 28 50,35,,4,10,18,28,50
9/4/2009,9,4,2009,Fri,1,3,02 04 06 21 44,37,,2,4,6,21,44
9/1/2009,9,1,2009,Tue,0,3,02 09 28 51 53,19,,2,9,28,51,53
8/28/2009,8,28,2009,Fri,1,3,01 17 31 37 54,31,,1,17,31,37,54
8/25/2009,8,25,2009,Tue,0,3,03 12 19 22 40,2,,3,12,19,22,40
8/21/2009,8,21,2009,Fri,1,3,09 38 44 48 49,13,,9,38,44,48,49
8/18/2009,8,18,2009,Tue,0,3,04 05 26 37 56,25,,4,5,26,37,56
8/14/2009,8,14,2009,Fri,1,3,08 22 25 33 35,46,,8,22,25,33,35
8/11/2009,8,11,2009,Tue,0,3,06 12 15 32 42,40,,6,12,15,32,42
8/7/2009,8,7,2009,Fri,1,3,07 18 35 45 56,3,,7,18,35,45,56
8/4/2009,8,4,2009,Tue,0,3,01 28 34 42 50,27,,1,28,34,42,50
7/31/2009,7,31,2009,Fri,1,3,17 35 44 52 56,22,,17,35,44,52,56
7/28/2009,7,28,2009,Tue,0,3,04 17 24 25 48,34,,4,17,24,25,48
7/24/2009,7,24,2009,Fri,1,3,03 06 43 51 52,36,,3,6,43,51,52
7/21/2009,7,21,2009,Tue,0,3,03 08 21 50 52,2,,3,8,21,50,52
7/17/2009,7,17,2009,Fri,1,3,08 17 40 47 50,13,,8,17,40,47,50
7/14/2009,7,14,2009,Tue,0,3,20 29 35 45 53,41,,20,29,35,45,53
7/10/2009,7,10,2009,Fri,1,3,05 10 26 27 28,4,,5,10,26,27,28
7/7/2009,7,7,2009,Tue,0,3,25 27 35 38 39,28,,25,27,35,38,39
7/3/2009,7,3,2009,Fri,1,3,05 06 07 11 25,31,,5,6,7,11,25
6/30/2009,6,30,2009,Tue,0,2,07 34 49 54 55,34,,7,34,49,54,55
6/26/2009,6,26,2009,Fri,1,2,11 15 17 29 46,16,,11,15,17,29,46
6/23/2009,6,23,2009,Tue,0,2,12 14 16 31 50,9,,12,14,16,31,50
6/19/2009,6,19,2009,Fri,1,2,04 09 12 16 46,44,,4,9,12,16,46
6/16/2009,6,16,2009,Tue,0,2,09 15 21 26 45,25,,9,15,21,26,45
6/12/2009,6,12,2009,Fri,1,2,06 11 20 32 44,38,,6,11,20,32,44
6/9/2009,6,9,2009,Tue,0,2,05 17 31 36 56,46,,5,17,31,36,56
6/5/2009,6,5,2009,Fri,1,2,05 20 38 41 52,20,,5,20,38,41,52
6/2/2009,6,2,2009,Tue,0,2,09 13 26 30 35,33,,9,13,26,30,35
5/29/2009,5,29,2009,Fri,1,2,23 30 36 39 48,34,,23,30,36,39,48
5/26/2009,5,26,2009,Tue,0,2,09 18 21 37 55,33,,9,18,21,37,55
5/22/2009,5,22,2009,Fri,1,2,03 29 34 42 49,29,,3,29,34,42,49
5/19/2009,5,19,2009,Tue,0,2,02 04 09 15 42,13,,2,4,9,15,42
5/15/2009,5,15,2009,Fri,1,2,07 12 24 36 48,27,,7,12,24,36,48
5/12/2009,5,12,2009,Tue,0,2,04 08 10 14 51,31,,4,8,10,14,51
5/8/2009,5,8,2009,Fri,1,2,12 27 29 32 34,34,,12,27,29,32,34
5/5/2009,5,5,2009,Tue,0,2,05 23 38 39 54,3,,5,23,38,39,54
5/1/2009,5,1,2009,Fri,1,2,09 16 24 40 43,35,,9,16,24,40,43
4/28/2009,4,28,2009,Tue,0,2,15 20 24 36 44,6,,15,20,24,36,44
4/24/2009,4,24,2009,Fri,1,2,09 20 21 48 49,7,,9,20,21,48,49
4/21/2009,4,21,2009,Tue,0,2,05 24 37 47 52,6,,5,24,37,47,52
4/17/2009,4,17,2009,Fri,1,2,05 13 26 35 45,32,,5,13,26,35,45
4/14/2009,4,14,2009,Tue,0,2,04 11 22 48 50,42,,4,11,22,48,50
4/10/2009,4,10,2009,Fri,1,2,18 25 36 42 51,22,,18,25,36,42,51
4/7/2009,4,7,2009,Tue,0,2,02 04 13 17 36,15,,2,4,13,17,36
4/3/2009,4,3,2009,Fri,1,2,16 22 38 39 48,42,,16,22,38,39,48
3/31/2009,3,31,2009,Tue,0,1,14 39 47 48 53,29,,14,39,47,48,53
3/27/2009,3,27,2009,Fri,1,1,10 15 24 38 50,19,,10,15,24,38,50
3/24/2009,3,24,2009,Tue,0,1,04 25 34 43 44,45,,4,25,34,43,44
3/20/2009,3,20,2009,Fri,1,1,15 16 20 39 40,26,,15,16,20,39,40
3/17/2009,3,17,2009,Tue,0,1,09 15 24 28 31,17,,9,15,24,28,31
3/13/2009,3,13,2009,Fri,1,1,10 12 26 46 50,23,,10,12,26,46,50
3/10/2009,3,10,2009,Tue,0,1,02 27 31 39 40,23,,2,27,31,39,40
3/6/2009,3,6,2009,Fri,1,1,11 18 37 46 55,45,,11,18,37,46,55
3/3/2009,3,3,2009,Tue,0,1,26 32 35 43 52,10,,26,32,35,43,52
2/27/2009,2,27,2009,Fri,1,1,24 37 44 50 56,35,,24,37,44,50,56
2/24/2009,2,24,2009,Tue,0,1,01 27 28 35 40,6,,1,27,28,35,40
2/20/2009,2,20,2009,Fri,1,1,21 28 41 45 55,24,,21,28,41,45,55
2/17/2009,2,17,2009,Tue,0,1,01 09 23 27 33,24,,1,9,23,27,33
2/13/2009,2,13,2009,Fri,1,1,25 36 37 40 51,20,,25,36,37,40,51
2/10/2009,2,10,2009,Tue,0,1,18 29 38 43 47,7,,18,29,38,43,47
2/6/2009,2,6,2009,Fri,1,1,02 12 18 28 31,3,,2,12,18,28,31
2/3/2009,2,3,2009,Tue,0,1,04 15 29 43 56,29,,4,15,29,43,56
1/30/2009,1,30,2009,Fri,1,1,13 16 19 53 55,2,,13,16,19,53,55
1/27/2009,1,27,2009,Tue,0,1,03 11 12 14 21,25,,3,11,12,14,21
1/23/2009,1,23,2009,Fri,1,1,02 17 20 27 28,7,,2,17,20,27,28
1/20/2009,1,20,2009,Tue,0,1,01 09 10 35 46,9,,1,9,10,35,46
1/16/2009,1,16,2009,Fri,1,1,02 04 21 39 51,29,,2,4,21,39,51
1/13/2009,1,13,2009,Tue,0,1,22 25 33 36 48,40,,22,25,33,36,48
1/9/2009,1,9,2009,Fri,1,1,23 25 30 45 50,8,,23,25,30,45,50
1/6/2009,1,6,2009,Tue,0,1,03 11 12 19 33,30,,3,11,12,19,33
1/2/2009,1,2,2009,Fri,1,1,02 11 19 21 34,38,,2,11,19,21,34
12/30/2008,12,30,2008,Tue,0,4,01 22 29 44 52,39,,1,22,29,44,52
12/26/2008,12,26,2008,Fri,1,4,06 19 29 33 37,31,,6,19,29,33,37
12/23/2008,12,23,2008,Tue,0,4,01 08 13 27 41,45,,1,8,13,27,41
12/19/2008,12,19,2008,Fri,1,4,03 13 16 39 54,32,,3,13,16,39,54
12/16/2008,12,16,2008,Tue,0,4,10 14 16 29 40,6,,10,14,16,29,40
12/12/2008,12,12,2008,Fri,1,4,10 16 19 27 48,25,,10,16,19,27,48
12/9/2008,12,9,2008,Tue,0,4,11 12 26 31 33,27,,11,12,26,31,33
12/5/2008,12,5,2008,Fri,1,4,21 27 46 52 55,14,,21,27,46,52,55
12/2/2008,12,2,2008,Tue,0,4,02 17 22 32 51,35,,2,17,22,32,51
11/28/2008,11,28,2008,Fri,1,4,10 30 44 46 48,44,,10,30,44,46,48
11/25/2008,11,25,2008,Tue,0,4,02 11 22 51 52,46,,2,11,22,51,52
11/21/2008,11,21,2008,Fri,1,4,01 22 52 53 56,45,,1,22,52,53,56
11/18/2008,11,18,2008,Tue,0,4,10 15 22 52 53,12,,10,15,22,52,53
11/14/2008,11,14,2008,Fri,1,4,03 18 19 30 34,3,,3,18,19,30,34
11/11/2008,11,11,2008,Tue,0,4,05 27 38 42 55,41,,5,27,38,42,55
11/7/2008,11,7,2008,Fri,1,4,14 24 32 43 44,21,,14,24,32,43,44
11/4/2008,11,4,2008,Tue,0,4,10 21 23 41 55,9,,10,21,23,41,55
10/31/2008,10,31,2008,Fri,1,4,02 07 17 29 47,40,,2,7,17,29,47
10/28/2008,10,28,2008,Tue,0,4,06 39 45 46 48,36,,6,39,45,46,48
10/24/2008,10,24,2008,Fri,1,4,05 33 34 47 52,18,,5,33,34,47,52
10/21/2008,10,21,2008,Tue,0,4,16 19 39 42 44,38,,16,19,39,42,44
10/17/2008,10,17,2008,Fri,1,4,07 15 27 28 31,35,,7,15,27,28,31
10/14/2008,10,14,2008,Tue,0,4,14 35 41 42 51,23,,14,35,41,42,51
10/10/2008,10,10,2008,Fri,1,4,14 15 43 46 48,21,,14,15,43,46,48
10/7/2008,10,7,2008,Tue,0,4,02 25 35 38 42,34,,2,25,35,38,42
10/3/2008,10,3,2008,Fri,1,4,13 28 32 41 52,16,,13,28,32,41,52
9/30/2008,9,30,2008,Tue,0,3,09 30 35 39 49,36,,9,30,35,39,49
9/26/2008,9,26,2008,Fri,1,3,06 13 14 31 36,36,,6,13,14,31,36
9/23/2008,9,23,2008,Tue,0,3,09 32 34 43 52,4,,9,32,34,43,52
9/19/2008,9,19,2008,Fri,1,3,02 09 41 48 51,37,,2,9,41,48,51
9/16/2008,9,16,2008,Tue,0,3,13 24 39 51 52,44,,13,24,39,51,52
9/12/2008,9,12,2008,Fri,1,3,01 12 14 25 35,38,,1,12,14,25,35
9/9/2008,9,9,2008,Tue,0,3,22 23 28 49 52,2,,22,23,28,49,52
9/5/2008,9,5,2008,Fri,1,3,01 06 15 27 46,39,,1,6,15,27,46
9/2/2008,9,2,2008,Tue,0,3,14 23 43 44 54,39,,14,23,43,44,54
8/29/2008,8,29,2008,Fri,1,3,21 25 26 50 51,22,,21,25,26,50,51
8/26/2008,8,26,2008,Tue,0,3,06 16 24 34 36,30,,6,16,24,34,36
8/22/2008,8,22,2008,Fri,1,3,12 13 15 41 42,37,,12,13,15,41,42
8/19/2008,8,19,2008,Tue,0,3,09 18 19 26 40,38,,9,18,19,26,40
8/15/2008,8,15,2008,Fri,1,3,08 23 29 30 53,7,,8,23,29,30,53
8/12/2008,8,12,2008,Tue,0,3,02 07 23 38 40,40,,2,7,23,38,40
8/8/2008,8,8,2008,Fri,1,3,11 17 28 32 50,33,,11,17,28,32,50
8/5/2008,8,5,2008,Tue,0,3,09 21 36 38 55,13,,9,21,36,38,55
8/1/2008,8,1,2008,Fri,1,3,09 13 17 18 56,2,,9,13,17,18,56
7/29/2008,7,29,2008,Tue,0,3,11 13 20 30 42,3,,11,13,20,30,42
7/25/2008,7,25,2008,Fri,1,3,02 16 19 35 52,17,,2,16,19,35,52
7/22/2008,7,22,2008,Tue,0,3,02 16 23 29 32,46,,2,16,23,29,32
7/18/2008,7,18,2008,Fri,1,3,17 29 36 53 55,26,,17,29,36,53,55
7/15/2008,7,15,2008,Tue,0,3,19 24 34 45 51,40,,19,24,34,45,51
7/11/2008,7,11,2008,Fri,1,3,05 14 16 39 51,34,,5,14,16,39,51
7/8/2008,7,8,2008,Tue,0,3,01 20 22 29 41,35,,1,20,22,29,41
7/4/2008,7,4,2008,Fri,1,3,01 03 12 19 20,28,,1,3,12,19,20
7/1/2008,7,1,2008,Tue,0,3,01 22 33 43 52,36,,1,22,33,43,52
6/27/2008,6,27,2008,Fri,1,2,08 14 22 39 50,44,,8,14,22,39,50
6/24/2008,6,24,2008,Tue,0,2,10 22 36 50 53,39,,10,22,36,50,53
6/20/2008,6,20,2008,Fri,1,2,11 17 25 36 42,13,,11,17,25,36,42
6/17/2008,6,17,2008,Tue,0,2,05 14 25 47 49,36,,5,14,25,47,49
6/13/2008,6,13,2008,Fri,1,2,08 09 14 38 44,36,,8,9,14,38,44
6/10/2008,6,10,2008,Tue,0,2,03 05 15 43 51,11,,3,5,15,43,51
6/6/2008,6,6,2008,Fri,1,2,08 09 43 44 54,27,,8,9,43,44,54
6/3/2008,6,3,2008,Tue,0,2,04 19 24 32 54,5,,4,19,24,32,54
5/30/2008,5,30,2008,Fri,1,2,39 40 47 53 55,32,,39,40,47,53,55
5/27/2008,5,27,2008,Tue,0,2,14 24 32 45 49,17,,14,24,32,45,49
5/23/2008,5,23,2008,Fri,1,2,04 08 11 22 30,4,,4,8,11,22,30
5/20/2008,5,20,2008,Tue,0,2,02 14 26 32 41,32,,2,14,26,32,41
5/16/2008,5,16,2008,Fri,1,2,06 11 39 46 47,26,,6,11,39,46,47
5/13/2008,5,13,2008,Tue,0,2,20 24 27 31 47,15,,20,24,27,31,47
5/9/2008,5,9,2008,Fri,1,2,16 31 43 46 56,22,,16,31,43,46,56
5/6/2008,5,6,2008,Tue,0,2,04 21 46 53 54,26,,4,21,46,53,54
5/2/2008,5,2,2008,Fri,1,2,08 28 37 53 55,26,,8,28,37,53,55
4/29/2008,4,29,2008,Tue,0,2,19 24 35 44 51,26,,19,24,35,44,51
4/25/2008,4,25,2008,Fri,1,2,19 32 37 45 52,41,,19,32,37,45,52
4/22/2008,4,22,2008,Tue,0,2,03 22 31 48 54,9,,3,22,31,48,54
4/18/2008,4,18,2008,Fri,1,2,24 28 36 50 53,29,,24,28,36,50,53
4/15/2008,4,15,2008,Tue,0,2,12 13 27 48 50,30,,12,13,27,48,50
4/11/2008,4,11,2008,Fri,1,2,14 18 27 31 42,7,,14,18,27,31,42
4/8/2008,4,8,2008,Tue,0,2,08 09 31 37 44,38,,8,9,31,37,44
4/4/2008,4,4,2008,Fri,1,2,03 05 40 45 49,17,,3,5,40,45,49
4/1/2008,4,1,2008,Tue,0,2,04 17 26 46 56,25,,4,17,26,46,56
3/28/2008,3,28,2008,Fri,1,1,07 26 27 40 43,10,,7,26,27,40,43
3/25/2008,3,25,2008,Tue,0,1,38 42 43 48 53,12,,38,42,43,48,53
3/21/2008,3,21,2008,Fri,1,1,05 08 17 19 41,21,,5,8,17,19,41
3/18/2008,3,18,2008,Tue,0,1,13 15 20 25 44,37,,13,15,20,25,44
3/14/2008,3,14,2008,Fri,1,1,03 12 18 25 52,21,,3,12,18,25,52
3/11/2008,3,11,2008,Tue,0,1,04 13 35 41 47,44,,4,13,35,41,47
3/7/2008,3,7,2008,Fri,1,1,19 32 33 41 48,12,,19,32,33,41,48
3/4/2008,3,4,2008,Tue,0,1,07 15 30 33 56,22,,7,15,30,33,56
2/29/2008,2,29,2008,Fri,1,1,05 17 22 26 55,38,,5,17,22,26,55
2/26/2008,2,26,2008,Tue,0,1,09 12 30 36 55,15,,9,12,30,36,55
2/22/2008,2,22,2008,Fri,1,1,07 12 13 19 22,10,,7,12,13,19,22
2/19/2008,2,19,2008,Tue,0,1,01 38 42 55 56,34,,1,38,42,55,56
2/15/2008,2,15,2008,Fri,1,1,07 11 26 30 53,14,,7,11,26,30,53
2/12/2008,2,12,2008,Tue,0,1,14 27 39 47 50,12,,14,27,39,47,50
2/8/2008,2,8,2008,Fri,1,1,21 30 43 46 50,18,,21,30,43,46,50
2/5/2008,2,5,2008,Tue,0,1,04 05 17 40 51,38,,4,5,17,40,51
2/1/2008,2,1,2008,Fri,1,1,03 14 30 44 56,5,,3,14,30,44,56
1/29/2008,1,29,2008,Tue,0,1,08 23 39 40 42,24,,8,23,39,40,42
1/25/2008,1,25,2008,Fri,1,1,05 12 22 38 56,22,,5,12,22,38,56
1/22/2008,1,22,2008,Tue,0,1,12 15 22 25 33,2,,12,15,22,25,33
1/18/2008,1,18,2008,Fri,1,1,12 22 33 43 44,15,,12,22,33,43,44
1/15/2008,1,15,2008,Tue,0,1,21 30 42 44 50,6,,21,30,42,44,50
1/11/2008,1,11,2008,Fri,1,1,22 36 42 45 55,42,,22,36,42,45,55
1/8/2008,1,8,2008,Tue,0,1,10 29 45 52 54,10,,10,29,45,52,54
1/4/2008,1,4,2008,Fri,1,1,24 31 39 40 56,32,,24,31,39,40,56
1/1/2008,1,1,2008,Tue,0,1,13 16 25 30 54,11,,13,16,25,30,54
12/28/2007,12,28,2007,Fri,1,4,02 19 22 28 54,25,,2,19,22,28,54
12/21/2007,12,21,2007,Fri,1,4,14 19 20 43 53,7,,14,19,20,43,53
12/18/2007,12,18,2007,Tue,0,4,03 23 46 48 49,2,,3,23,46,48,49
12/14/2007,12,14,2007,Fri,1,4,04 07 12 17 30,44,,4,7,12,17,30
12/11/2007,12,11,2007,Tue,0,4,06 25 27 30 45,46,,6,25,27,30,45
12/7/2007,12,7,2007,Fri,1,4,12 18 26 28 51,35,,12,18,26,28,51
12/4/2007,12,4,2007,Tue,0,4,16 27 30 45 53,43,,16,27,30,45,53
11/30/2007,11,30,2007,Fri,1,4,05 06 12 26 51,7,,5,6,12,26,51
11/27/2007,11,27,2007,Tue,0,4,09 10 26 29 39,10,,9,10,26,29,39
11/23/2007,11,23,2007,Fri,1,4,18 21 33 42 56,11,,18,21,33,42,56
11/20/2007,11,20,2007,Tue,0,4,14 20 23 42 43,6,,14,20,23,42,43
11/16/2007,11,16,2007,Fri,1,4,12 13 30 31 39,29,,12,13,30,31,39
11/13/2007,11,13,2007,Tue,0,4,15 26 36 39 40,45,,15,26,36,39,40
11/9/2007,11,9,2007,Fri,1,4,11 33 41 42 46,21,,11,33,41,42,46
11/6/2007,11,6,2007,Tue,0,4,03 17 43 46 47,2,,3,17,43,46,47
11/2/2007,11,2,2007,Fri,1,4,01 03 34 49 52,19,,1,3,34,49,52
10/30/2007,10,30,2007,Tue,0,4,02 08 44 46 51,22,,2,8,44,46,51
10/26/2007,10,26,2007,Fri,1,4,12 20 24 38 51,3,,12,20,24,38,51
10/23/2007,10,23,2007,Tue,0,4,02 07 45 52 53,18,,2,7,45,52,53
10/19/2007,10,19,2007,Fri,1,4,05 15 18 23 46,14,,5,15,18,23,46
10/16/2007,10,16,2007,Tue,0,4,01 02 05 41 44,25,,1,2,5,41,44
10/12/2007,10,12,2007,Fri,1,4,21 26 34 44 54,23,,21,26,34,44,54
10/9/2007,10,9,2007,Tue,0,4,01 10 17 32 51,44,,1,10,17,32,51
10/5/2007,10,5,2007,Fri,1,4,10 19 37 40 48,1,,10,19,37,40,48
10/2/2007,10,2,2007,Tue,0,4,28 37 40 43 44,20,,28,37,40,43,44
9/28/2007,9,28,2007,Fri,1,3,04 13 20 25 33,42,,4,13,20,25,33
9/25/2007,9,25,2007,Tue,0,3,02 19 23 47 54,16,,2,19,23,47,54
9/21/2007,9,21,2007,Fri,1,3,05 21 23 33 45,43,,5,21,23,33,45
9/18/2007,9,18,2007,Tue,0,3,20 24 31 34 49,8,,20,24,31,34,49
9/14/2007,9,14,2007,Fri,1,3,05 09 12 33 40,27,,5,9,12,33,40
9/11/2007,9,11,2007,Tue,0,3,09 10 17 21 35,6,,9,10,17,21,35
9/7/2007,9,7,2007,Fri,1,3,14 19 27 34 48,3,,14,19,27,34,48
9/4/2007,9,4,2007,Tue,0,3,03 06 11 42 46,38,,3,6,11,42,46
8/31/2007,8,31,2007,Fri,1,3,08 18 22 40 44,11,,8,18,22,40,44
8/28/2007,8,28,2007,Tue,0,3,37 40 48 53 56,44,,37,40,48,53,56
8/24/2007,8,24,2007,Fri,1,3,04 21 46 51 53,5,,4,21,46,51,53
8/21/2007,8,21,2007,Tue,0,3,08 38 54 55 56,2,,8,38,54,55,56
8/17/2007,8,17,2007,Fri,1,3,02 08 33 38 53,12,,2,8,33,38,53
8/14/2007,8,14,2007,Tue,0,3,05 08 09 24 34,17,,5,8,9,24,34
8/10/2007,8,10,2007,Fri,1,3,10 20 32 33 54,39,,10,20,32,33,54
8/7/2007,8,7,2007,Tue,0,3,36 41 50 55 56,9,,36,41,50,55,56
8/3/2007,8,3,2007,Fri,1,3,16 29 42 46 51,40,,16,29,42,46,51
7/31/2007,7,31,2007,Tue,0,3,05 18 37 39 43,42,,5,18,37,39,43
7/27/2007,7,27,2007,Fri,1,3,07 12 35 54 55,2,,7,12,35,54,55
7/24/2007,7,24,2007,Tue,0,3,08 17 20 23 50,17,,8,17,20,23,50
7/20/2007,7,20,2007,Fri,1,3,06 13 30 41 52,26,,6,13,30,41,52
7/17/2007,7,17,2007,Tue,0,3,16 30 38 46 51,5,,16,30,38,46,51
7/13/2007,7,13,2007,Fri,1,3,07 39 41 48 53,21,,7,39,41,48,53
7/10/2007,7,10,2007,Tue,0,3,19 24 30 34 56,19,,19,24,30,34,56
7/6/2007,7,6,2007,Fri,1,3,03 09 12 25 47,37,,3,9,12,25,47
7/3/2007,7,3,2007,Tue,0,3,21 35 37 39 40,35,,21,35,37,39,40
6/29/2007,6,29,2007,Fri,1,2,01 17 40 51 52,7,,1,17,40,51,52
6/26/2007,6,26,2007,Tue,0,2,04 10 20 29 45,21,,4,10,20,29,45
6/22/2007,6,22,2007,Fri,1,2,11 14 21 24 31,23,,11,14,21,24,31
6/19/2007,6,19,2007,Tue,0,2,05 16 31 49 54,19,,5,16,31,49,54
6/15/2007,6,15,2007,Fri,1,2,01 05 16 26 30,21,,1,5,16,26,30
6/12/2007,6,12,2007,Tue,0,2,03 13 19 31 50,21,,3,13,19,31,50
6/8/2007,6,8,2007,Fri,1,2,06 26 29 31 39,31,,6,26,29,31,39
6/5/2007,6,5,2007,Tue,0,2,27 35 38 49 56,15,,27,35,38,49,56
6/1/2007,6,1,2007,Fri,1,2,12 19 29 32 48,9,,12,19,29,32,48
5/29/2007,5,29,2007,Tue,0,2,02 24 44 51 54,7,,2,24,44,51,54
5/25/2007,5,25,2007,Fri,1,2,10 14 22 42 43,1,,10,14,22,42,43
5/22/2007,5,22,2007,Tue,0,2,02 07 11 22 36,35,,2,7,11,22,36
5/18/2007,5,18,2007,Fri,1,2,13 23 24 30 44,5,,13,23,24,30,44
5/15/2007,5,15,2007,Tue,0,2,06 13 42 46 56,42,,6,13,42,46,56
5/11/2007,5,11,2007,Fri,1,2,28 30 33 48 54,25,,28,30,33,48,54
5/8/2007,5,8,2007,Tue,0,2,16 24 41 43 54,36,,16,24,41,43,54
5/4/2007,5,4,2007,Fri,1,2,04 09 20 45 55,34,,4,9,20,45,55
5/1/2007,5,1,2007,Tue,0,2,11 16 31 52 53,42,,11,16,31,52,53
4/27/2007,4,27,2007,Fri,1,2,05 07 26 38 56,15,,5,7,26,38,56
4/24/2007,4,24,2007,Tue,0,2,08 10 35 36 43,14,,8,10,35,36,43
4/20/2007,4,20,2007,Fri,1,2,01 09 10 23 53,40,,1,9,10,23,53
4/17/2007,4,17,2007,Tue,0,2,01 04 11 31 47,37,,1,4,11,31,47
4/13/2007,4,13,2007,Fri,1,2,11 14 21 25 26,33,,11,14,21,25,26
4/10/2007,4,10,2007,Tue,0,2,07 15 16 19 28,10,,7,15,16,19,28
4/6/2007,4,6,2007,Fri,1,2,24 32 34 36 39,6,,24,32,34,36,39
4/3/2007,4,3,2007,Tue,0,2,16 26 33 34 46,38,,16,26,33,34,46
3/30/2007,3,30,2007,Fri,1,1,15 23 37 48 53,22,,15,23,37,48,53
3/27/2007,3,27,2007,Tue,0,1,18 25 34 35 42,6,,18,25,34,35,42
3/23/2007,3,23,2007,Fri,1,1,18 21 35 51 53,36,,18,21,35,51,53
3/20/2007,3,20,2007,Tue,0,1,07 21 46 49 55,15,,7,21,46,49,55
3/16/2007,3,16,2007,Fri,1,1,17 25 36 40 43,9,,17,25,36,40,43
3/13/2007,3,13,2007,Tue,0,1,07 11 16 38 49,35,,7,11,16,38,49
3/9/2007,3,9,2007,Fri,1,1,10 13 25 42 43,30,,10,13,25,42,43
3/6/2007,3,6,2007,Tue,0,1,16 22 29 39 42,20,,16,22,29,39,42
3/2/2007,3,2,2007,Fri,1,1,14 21 33 35 51,43,,14,21,33,35,51
2/27/2007,2,27,2007,Tue,0,1,18 31 44 45 48,18,,18,31,44,45,48
2/23/2007,2,23,2007,Fri,1,1,03 18 21 38 50,43,,3,18,21,38,50
2/20/2007,2,20,2007,Tue,0,1,01 09 26 46 51,11,,1,9,26,46,51
2/16/2007,2,16,2007,Fri,1,1,17 35 40 46 48,41,,17,35,40,46,48
2/13/2007,2,13,2007,Tue,0,1,03 09 24 29 41,41,,3,9,24,29,41
2/9/2007,2,9,2007,Fri,1,1,32 39 46 48 49,41,,32,39,46,48,49
2/6/2007,2,6,2007,Tue,0,1,16 21 35 36 46,38,,16,21,35,36,46
2/2/2007,2,2,2007,Fri,1,1,22 33 35 40 53,15,,22,33,35,40,53
1/30/2007,1,30,2007,Tue,0,1,14 18 44 52 56,25,,14,18,44,52,56
1/26/2007,1,26,2007,Fri,1,1,16 17 36 49 54,14,,16,17,36,49,54
1/23/2007,1,23,2007,Tue,0,1,03 05 15 26 53,35,,3,5,15,26,53
1/19/2007,1,19,2007,Fri,1,1,04 28 30 31 35,17,,4,28,30,31,35
1/16/2007,1,16,2007,Tue,0,1,04 08 15 33 52,10,,4,8,15,33,52
1/12/2007,1,12,2007,Fri,1,1,12 14 26 40 42,22,,12,14,26,40,42
1/9/2007,1,9,2007,Tue,0,1,07 11 26 38 54,13,,7,11,26,38,54
1/5/2007,1,5,2007,Fri,1,1,02 12 44 46 51,6,,2,12,44,46,51
1/2/2007,1,2,2007,Tue,0,1,09 10 38 51 53,1,,9,10,38,51,53
12/29/2006,12,29,2006,Fri,1,4,03 04 10 39 50,29,,3,4,10,39,50
12/26/2006,12,26,2006,Tue,0,4,07 12 25 44 53,3,,7,12,25,44,53
12/22/2006,12,22,2006,Fri,1,4,05 12 15 25 34,43,,5,12,15,25,34
12/19/2006,12,19,2006,Tue,0,4,09 32 37 42 48,7,,9,32,37,42,48
12/15/2006,12,15,2006,Fri,1,4,06 07 17 28 40,39,,6,7,17,28,40
12/12/2006,12,12,2006,Tue,0,4,20 30 31 35 49,23,,20,30,31,35,49
12/8/2006,12,8,2006,Fri,1,4,01 15 29 32 45,8,,1,15,29,32,45
12/5/2006,12,5,2006,Tue,0,4,06 09 13 43 46,45,,6,9,13,43,46
12/1/2006,12,1,2006,Fri,1,4,16 22 23 37 53,35,,16,22,23,37,53
11/28/2006,11,28,2006,Tue,0,4,07 14 24 41 56,7,,7,14,24,41,56
11/24/2006,11,24,2006,Fri,1,4,14 35 40 47 48,35,,14,35,40,47,48
11/21/2006,11,21,2006,Tue,0,4,07 13 20 42 47,9,,7,13,20,42,47
11/17/2006,11,17,2006,Fri,1,4,05 19 25 30 50,42,,5,19,25,30,50
11/14/2006,11,14,2006,Tue,0,4,09 20 24 25 36,23,,9,20,24,25,36
11/10/2006,11,10,2006,Fri,1,4,11 42 52 53 55,28,,11,42,52,53,55
11/7/2006,11,7,2006,Tue,0,4,13 22 33 51 52,42,,13,22,33,51,52
11/3/2006,11,3,2006,Fri,1,4,08 10 22 25 55,22,,8,10,22,25,55
10/31/2006,10,31,2006,Tue,0,4,05 34 40 45 46,21,,5,34,40,45,46
10/27/2006,10,27,2006,Fri,1,4,15 22 26 30 32,31,,15,22,26,30,32
10/24/2006,10,24,2006,Tue,0,4,05 25 41 48 51,35,,5,25,41,48,51
10/20/2006,10,20,2006,Fri,1,4,09 13 23 29 54,34,,9,13,23,29,54
10/17/2006,10,17,2006,Tue,0,4,06 18 20 28 38,37,,6,18,20,28,38
10/13/2006,10,13,2006,Fri,1,4,24 27 42 47 50,8,,24,27,42,47,50
10/10/2006,10,10,2006,Tue,0,4,14 30 35 40 43,2,,14,30,35,40,43
10/6/2006,10,6,2006,Fri,1,4,01 11 20 21 46,18,,1,11,20,21,46
10/3/2006,10,3,2006,Tue,0,4,06 19 32 33 40,39,,6,19,32,33,40
9/29/2006,9,29,2006,Fri,1,3,03 25 43 45 55,40,,3,25,43,45,55
9/26/2006,9,26,2006,Tue,0,3,03 06 38 42 45,30,,3,6,38,42,45
